collection_id,collection_name,holder_count,eigenvector_centrality_unweighted,eigenvector_centrality_weighted,total_connections,neighbor_influence_score,avg_neighbor_centrality
0x78ed9a576519024357ab06d9834266a04c9634b7,TheDaks,1442,0.15741201584279763,0.27473226267043355,40,5.659334210192605,0.14148335525481512
0x3ff5ab5eea49d25ab00b532e9e50b17d5218068c,BOBR,617,0.16268364477333258,0.2474560811656129,42,5.801561947669485,0.1381324273254639
0xa980f072bc06d67faec2b03a8ada0d6c9d0da9f8,Legacy Eggs,1716,0.1602415537909311,0.24174425017812728,41,5.753122138783861,0.14032005216546004
0x87e1f1824c9356733a25d6bed6b9c87a3b31e107,Spikes,2888,0.15480014571252124,0.23437095502950062,40,5.648515238280011,0.14121288095700027
0xe6b5427b174344fd5cb1e3d5550306b0055473c6,Chogs Mystery Chest,800,0.1624560055345103,0.2295898900754574,42,5.831314087765214,0.13884081161345746
0xed52e0d80f4e7b295df5e622b55eff22d262f6ed,r3tards,317,0.16226416696129126,0.22350391314120738,43,5.790505821446172,0.13466292608014355
0x5a21b0f4a4f9b54e16282b6ed5ad014b3c77186f,La Mouch,2776,0.15465079857649094,0.21159873307587423,40,5.6924751414084485,0.1423118785352112
0x6ed438b2a8eff227e7e54b5324926941b140eea0,Blocknads,1603,0.15741201584279763,0.20319852050836062,40,5.730867952354678,0.14327169880886695
0x88bbcba96a52f310497774e7fd5ebadf0ece21fb,Chewy,937,0.15151169823672272,0.1969609102223959,38,5.620860697079401,0.14791738676524738
0x2b9ee0a88d69eef1cffe3ea330165e17fd976c3c,r3tardv3rs3,266,0.16778668425771145,0.18257271757429105,44,5.958963732218351,0.13543099391405342
0x7427f8f5a390cde438f229e8b4e481677ca98af5,t3mu,322,0.16105233206056646,0.16467759554457143,42,5.796715381619735,0.13801703289570796
0x3db6c11474893689cdb9d7cdedc251532cadf32b,Mecha Box Mint Pass,294,0.16920800902510197,0.16385526600067216,45,6.018780998252569,0.1337506888500571
0x3a9454c1b4c84d1861bb1209a647c834d137b442,The10kSquad,7515,0.13458148592568048,0.15879276499864603,34,5.201034326533563,0.15297159783922243
0x46c66c40711a2953d1768926e53134c7ab272cd5,Blench Pass,281,0.16778668425771145,0.15469598343827531,44,5.986840466354367,0.13606455605350834
0xbc8f6824fde979848ad97a52bced2d6ca1842a68,Momo,548,0.16716240972625707,0.15318780483342337,44,5.984897540910319,0.1360203986570527
0x4870e911b1986c6822a171cdf91806c3d44ce235,Sealuminati Testnetooor,3551,0.15222668592921257,0.152379232834147,39,5.684903593083269,0.1457667587970069
0xf105209830ebcaef5f1b85fb3e7f44256d1af2e3,Moyaking Pass,676,0.16126232000594204,0.15060015647294467,41,5.857318057901553,0.14286141604637934
0x6aa4872ab4e0fdf078efd17acd45b6352f47c39c,Mon Beans,257,0.1412971471112053,0.14083998599628889,35,5.346823647959633,0.1527663899417038
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,0.16374033315059308,0.13918387580075212,43,5.928717502949326,0.1378771512313797
0xd6421e9c72199e971e5a3cde09214054e1216cd2,Mondana Baddies Eye Chain,150,0.13021393285748525,0.13486642259652937,33,4.972244149574206,0.1506740651386123
0xb0a663cf4853e67221fee43322fda402e21debfc,Llamao Genesis,459,0.16716240972625707,0.13472598836458444,44,6.003359357379158,0.13643998539498087
0x7da93750de078bfbbab0dd30635448e9ec7fb8f0,EGGcellent,564,0.1663332763111345,0.13400895982564928,44,5.992965684496402,0.1362037655567364
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,0.17056919106185706,0.13392495379745104,46,6.08014038670405,0.1321769649283489
0xa568cabe34c8ca0d2a8671009ae0f6486a314425,Meowwnads,3227,0.1388028260698388,0.13169558837480222,35,5.329915613713688,0.1522833032489625
0xe8f0635591190fb626f9d13c49b60626561ed145,Skrumpets,283,0.1672933925300619,0.12698611289432743,44,6.014800758188941,0.13670001723156686
0xe047e7501ac25d3003a8da147648b088d9df0b07,LootGO Looties,350,0.16260535267054055,0.12449854864518224,42,5.915217748020678,0.14083851781001613
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,0.16758448074851817,0.12182244622386942,45,6.0288027864164375,0.1339733952536986
0x8827a10506653af9de490e160ad134e6293d3b47,Monad Nurse,109,0.12970304882484002,0.12070988606891456,33,4.956332192086226,0.1501918846086735
0xc5c9425d733b9f769593bd2814b6301916f91271,Purple Frens,1007,0.15006726092920442,0.12007029522617606,38,5.5619937931643015,0.14636825771485004
0xb981a81b45f604f82bd502a35c6dbe25dd2e8b8d,RealNads Premint Pass,894,0.1517841764289039,0.11422798312712201,38,5.620278619278826,0.14790206892839017
0x6341c537a6fc563029d8e8caa87da37f227358f4,Molandaks Mint Pass,546,0.16070961529366729,0.11074857407610843,43,5.812635347492872,0.13517756622076446
0x66e40f67afd710386379a6bb24d00308f81c183f,Molandaks,2670,0.13377091043126368,0.10950197445918787,34,4.9431830481107175,0.14538773670913874
0x9436689d617dd6696f94cd3d8bbdd234f30d2a52,ROARRR,2792,0.14492227897163848,0.10823698501201905,37,5.385434303943712,0.1455522784849652
0xcd719c599ebc51193c5c97cbe188f43c8c4c8745,Lost Discs,206,0.16571972681525993,0.10178411055628092,44,5.912388650485975,0.13437246932922672
0xfe5b5af24280af7ea190a41d0240fe30c46f1c40,HaHa x Mongang Pass,738,0.1543992120405559,0.10025246100925839,40,5.721942487341905,0.1430485621835476
