collection_id,collection_name,holder_count,degree_centrality_unweighted,degree_centrality_weighted,total_connections,avg_edge_weight
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,0.9400000000000001,1.0,47,0.9679321217095691
0x9436689d617dd6696f94cd3d8bbdd234f30d2a52,ROARRR,2792,0.9400000000000001,0.9936886106705675,47,0.9618231252449962
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,0.9400000000000001,0.9894669057462754,47,0.9577368014403945
0x3db6c11474893689cdb9d7cdedc251532cadf32b,Mecha Box Mint Pass,294,0.9400000000000001,0.9836111179356258,47,0.9520687963205515
0xbc8f6824fde979848ad97a52bced2d6ca1842a68,Momo,548,0.96,0.9816209113364953,48,0.9303477778530725
0x46c66c40711a2953d1768926e53134c7ab272cd5,Blench Pass,281,0.9400000000000001,0.9795881523384252,47,0.9481748386944883
0x2b9ee0a88d69eef1cffe3ea330165e17fd976c3c,r3tardv3rs3,266,0.9400000000000001,0.9723232440873423,47,0.9411429006369922
0x7da93750de078bfbbab0dd30635448e9ec7fb8f0,EGGcellent,564,0.9400000000000001,0.9651864569167724,47,0.9342349750887932
0xa980f072bc06d67faec2b03a8ada0d6c9d0da9f8,Legacy Eggs,1716,0.9400000000000001,0.9649120487093349,47,0.9339693665703535
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,0.9400000000000001,0.9597684321569914,47,0.9289906948875832
0xb0a663cf4853e67221fee43322fda402e21debfc,Llamao Genesis,459,0.92,0.958342327713511,46,0.9477757643832134
0xe6b5427b174344fd5cb1e3d5550306b0055473c6,Chogs Mystery Chest,800,0.9400000000000001,0.9576008233626029,47,0.9268925967081947
0x4870e911b1986c6822a171cdf91806c3d44ce235,Sealuminati Testnetooor,3551,0.9400000000000001,0.9474999969160252,47,0.9171156823347384
0x87e1f1824c9356733a25d6bed6b9c87a3b31e107,Spikes,2888,0.9400000000000001,0.9465753725747408,47,0.9162207087342947
0x78ed9a576519024357ab06d9834266a04c9634b7,TheDaks,1442,0.9400000000000001,0.9370113921478347,47,0.9069634248676905
0x7427f8f5a390cde438f229e8b4e481677ca98af5,t3mu,322,0.9400000000000001,0.932418379645447,47,0.9025177005312159
0x5a21b0f4a4f9b54e16282b6ed5ad014b3c77186f,La Mouch,2776,0.9400000000000001,0.9291432066111203,47,0.8993475553471343
0xcd719c599ebc51193c5c97cbe188f43c8c4c8745,Lost Discs,206,0.9400000000000001,0.9291407368188744,47,0.8993451647558856
0x3ff5ab5eea49d25ab00b532e9e50b17d5218068c,BOBR,617,0.9400000000000001,0.926832011701057,47,0.8971104755541525
0x3a9454c1b4c84d1861bb1209a647c834d137b442,The10kSquad,7515,0.92,0.9205362735259667,46,0.9103865550477528
0x6341c537a6fc563029d8e8caa87da37f227358f4,Molandaks Mint Pass,546,0.9400000000000001,0.9188680161586229,47,0.8894018684514786
0xf105209830ebcaef5f1b85fb3e7f44256d1af2e3,Moyaking Pass,676,0.9400000000000001,0.9147763023797807,47,0.8854413672520954
0xed52e0d80f4e7b295df5e622b55eff22d262f6ed,r3tards,317,0.92,0.9133681009102567,46,0.9032974178119025
0xc5c9425d733b9f769593bd2814b6301916f91271,Purple Frens,1007,0.9400000000000001,0.9034335655743398,47,0.874462367950012
0x6ed438b2a8eff227e7e54b5324926941b140eea0,Blocknads,1603,0.9,0.9020786662374874,45,0.9119576247984202
0xe8f0635591190fb626f9d13c49b60626561ed145,Skrumpets,283,0.9,0.8999474384296909,45,0.9098030572177355
0xe047e7501ac25d3003a8da147648b088d9df0b07,LootGO Looties,350,0.96,0.8969814461693107,48,0.8501292969430123
0xfe5b5af24280af7ea190a41d0240fe30c46f1c40,HaHa x Mongang Pass,738,0.96,0.8906397944662808,48,0.8441188895630399
0xa568cabe34c8ca0d2a8671009ae0f6486a314425,Meowwnads,3227,0.9400000000000001,0.8848581883290743,47,0.8564826636414463
0x88bbcba96a52f310497774e7fd5ebadf0ece21fb,Chewy,937,0.9400000000000001,0.879421871190499,47,0.8512206776592193
0xb981a81b45f604f82bd502a35c6dbe25dd2e8b8d,RealNads Premint Pass,894,0.9,0.8666495401119051,45,0.8761405027231002
0xf981561d4d9acbb7259682a0e8b9b3a3d6975116,Gmonad,952,0.9400000000000001,0.8651944354512129,47,0.8374494855976053
0x66e40f67afd710386379a6bb24d00308f81c183f,Molandaks,2670,0.92,0.8260523468316551,46,0.8169443963795835
0x6aa4872ab4e0fdf078efd17acd45b6352f47c39c,Mon Beans,257,0.9400000000000001,0.8048883145325082,47,0.7790772540246895
0x8827a10506653af9de490e160ad134e6293d3b47,Monad Nurse,109,0.92,0.7858884740415722,46,0.7772233654562882
0xd6421e9c72199e971e5a3cde09214054e1216cd2,Mondana Baddies Eye Chain,150,0.88,0.7786433417535441,44,0.8050607587820736
0x26c86f2835c114571df2b6ce9ba52296cc0fa6bb,Lil Chogstars,426,0.92,0.7693025382675791,46,0.7608203041475882
0x9b72654fca42e3415a0eba357f90fa34ef0b14e4,Poply x Molandaks,196,0.9400000000000001,0.7531331756352029,47,0.7289817926224474
0x84db60168be10fb2ae274ea84e24cb22ffe11ddd,Mondana Baddies: Baddie Eye,193,0.9,0.7355494985871807,45,0.7436047417583395
0x006300ab0e8969c88dcf2e7c070e6c29b6081c1f,NADSA ADMISSION TICKET,99,0.9,0.7247580742152742,45,0.7326951369680574
0x4e88056e13de12bde065589e501033227d8188e6,The Daks Fantasies,206,0.96,0.7182034764465942,48,0.6806894603016375
