collection_id,collection_name,holder_count,degree_centrality_unweighted,degree_centrality_weighted,total_connections,avg_edge_weight
0xe06f294f288478671e19dba629ab003839705e95,BUNS,387,0.9,0.6460183700900353,45,0.6530931285856991
0xbb406139138401f4475ca5cf2d7152847159eb7a,SpiKeys,171,0.92,0.6379353612784108,46,0.6309015653156809
0xa18e1c7c6e8c663c5d835fffd70ef07b482fe884,Monadverse: Chapter 10,19860,0.74,0.5861309481337965,37,0.7206687485042972
0x151cf400af08bca390b16582ed6c4f096e4f17eb,DN,110,0.9400000000000001,0.5549616994687805,47,0.5371652552343649
0x4bac889f20b9de43734f15379096c98f34154c50,LaMouch x Fantasytop Pass,167,0.86,0.5075055233999501,43,0.5369267955362893
0x2ace467d5c55d75cf04ae7b9c7672bc499d8e246,Monadverse Genesis Hatch,259,0.92,0.4974748310223112,46,0.4919897353991553
0x7370a0a9e9a833bcd071b38fc25184e7afb57aff,Chog Pass,93,0.88,0.452032116236603,44,0.46736843298724545
0xe25c57ff3eea05d0f8be9aaae3f522ddc803ca4e,Monadverse: Chapter 1,38311,0.02,0.02198149567254981,1,1.0
0x553b586f132b6bc2aafec9661d167300262fffdb,Katana Pass,214,0.18,0.01711384177739847,9,0.08650630528481786
0x3019bf1dfb84e5b46ca9d0eec37de08a59a41308,Nad Name Service,50000,0.0,0.0,0,0.0
